iteration,residual
1,1.3453150135728302
2,0.6562965827458855
3,0.33590143797742567
4,0.20688189214099612
5,0.13107319933028908
6,0.08883200155769469
7,0.06201149791205651
8,0.045551872463389126
9,0.03481795758228784
10,0.027796074945934716
11,0.02297222647895754
12,0.019687070707585935
13,0.017329069325170223
14,0.015689624198615994
15,0.014460305113780575
16,0.013568405988910334
17,0.012888634965814568
18,0.012378781592211723
19,0.012000182629391985
20,0.011699387106252242
21,0.011474942512836666
22,0.011298953294343578
23,0.011163841772392914
24,0.011067114367405349
25,0.010994373895351031
26,0.010948839651140206
27,0.010917567130364347
28,0.010905543336169315
29,0.01090672730555414
30,0.010918609315914426
31,0.010947306811143923
32,0.010978419720586781
33,0.011031134836614151
34,0.01108046178374236
35,0.011154034088859116
36,0.011219496135121815
37,0.011313196030753444
38,0.011392980662157305
39,0.011505328306753933
40,0.011602957825709335
41,0.011732077828734023
42,0.011845670827911357
43,0.011991706026570157
44,0.01212076431714084
45,0.01228155633530805
46,0.012425122300649207
47,0.012600071227214031
48,0.012757784507044814
49,0.012947095043752733
50,0.013119347983263027
51,0.013323103041369376
52,0.013510734592576823
53,0.013728785694953824
54,0.013932237227237947
55,0.014164633622793067
56,0.014384406050484714
57,0.014631399713867543
58,0.014868006204992203
59,0.015130442437964768
60,0.015383976508512198
61,0.015662317157729228
62,0.015933040708538265
63,0.0162282066586785
64,0.016516344347631773
65,0.016828628616492827
66,0.017134746126274296
67,0.017464771034193312
68,0.017789331846267166
69,0.01813776669490555
70,0.018481197551544076
71,0.018848874121588366
72,0.019211473698830778
73,0.019599140800214052
74,0.019981457923969482
75,0.020389928134823727
76,0.020792634035866134
77,0.02122258380377086
78,0.02164708306566893
79,0.022098603548379468
80,0.022545557291425412
81,0.023019549871310878
82,0.02348956193445035
83,0.023986482367396544
84,0.024480246673276945
85,0.02500114401404517
86,0.02551923552850558
87,0.026065208134532978
88,0.026608407929527143
89,0.02718027149201248
90,0.02774918122860491
91,0.028347665727731085
92,0.02894310758888677
93,0.029569080664459582
94,0.030192165472695688
95,0.030846346519231797
96,0.03149792406503392
97,0.032181199050383115
98,0.03286245827417148
99,0.03357547817242132
100,0.03428748207622382
101,0.03503146369985229
102,0.03577521722259035
103,0.03655173223985152
104,0.037328397482305556
105,0.03813840451127159
106,0.03894973874013111
107,0.03979255737699132
108,0.0406387801380722
109,0.041515302974308776
110,0.04239742463592932
111,0.0433086440681726
112,0.04422782594251731
113,0.04517434409647579
114,0.046131336169990406
115,0.04711408523228992
116,0.04810960901687315
117,0.04912990022147674
118,0.050164382833621485
119,0.0512231023653005
120,0.05229747024938254
121,0.05339534598572258
122,0.05451049606814569
123,0.055648629930590776
124,0.056805903064954706
125,0.05798475512195994
126,0.05918417929802827
127,0.060404575142072474
128,0.06164672535831675
129,0.06290933543236117
130,0.06419484025192501
131,0.06550027939661596
132,0.06682970912168398
133,0.06817853035464755
134,0.06955239064504976
135,0.07094507880481365
136,0.07236405020041725
137,0.07380077610143079
138,0.07526534775821622
139,0.07674630233190635
140,0.07825673710788757
141,0.07978217044645389
142,0.08133864145395589
143,0.0829088653169459
144,0.08451129253818634
145,0.08612646402481086
146,0.08777471798919692
147,0.08943482507314417
148,0.09112873622366446
149,0.09283434948183472
150,0.09457294006179305
151,0.09632372978527137
152,0.09810665612693587
153,0.09990218727197156
154,0.10172897932160907
155,0.10356868924944673
156,0.10543874614704335
157,0.10732194044292502
158,0.109234526699408
159,0.11116037563051928
160,0.11311461797974234
161,0.11508215366824993
162,0.11707703866851266
163,0.11908515305264977
164,0.12111952550861288
165,0.12316696916010804
166,0.12523953143055
167,0.12732491329053094
168,0.1294342255404738
169,0.13155601362829383
170,0.13370049507559761
171,0.13585701821587573
172,0.13803494941253114
173,0.14022440001512604
